city,city_ascii,province_id,province_name,lat,lng,population,density,timezone,ranking,postal,id
Breslau,Breslau,ON,Ontario,43.4816,-80.408,5053.0,928.8,America/Toronto,3,N0B,1124001083
Stonewall,Stonewall,MB,Manitoba,50.1344,-97.3261,5046.0,802.8,America/Winnipeg,3,R0C,1124829875
Memramcook,Memramcook,NB,New Brunswick,46.0,-64.55,5029.0,26.9,America/Moncton,3,E4K,1124833147
Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,QC,Quebec,45.4039,-73.9525,5027.0,480.8,America/Toronto,3,H9X,1124418135
Stirling-Rawdon,Stirling-Rawdon,ON,Ontario,44.3667,-77.5917,5015.0,17.8,America/Toronto,3,K0K,1124001948
Mont-Orford,Mont-Orford,QC,Quebec,45.3661,-72.1838,5007.0,36.8,America/Toronto,4,J1X,1124618048
Ste. Anne,Ste. Anne,MB,Manitoba,49.6186,-96.5708,5003.0,10.5,America/Winnipeg,4,R5H R5G R0A R0E,1124000501
Espanola,Espanola,ON,Ontario,46.25,-81.7667,4996.0,60.3,America/Toronto,3,P5E,1124133485
West Elgin,West Elgin,ON,Ontario,42.5833,-81.6667,4995.0,15.5,America/Toronto,3,N0L,1124000948
Flin Flon (Part),Flin Flon (Part),MB,Manitoba,54.7712,-101.8419,4982.0,359.2,America/Winnipeg,3,R8A,1124000122
Grand Bay-Westfield,Grand Bay-Westfield,NB,New Brunswick,45.3608,-66.2415,4967.0,83.0,America/Moncton,3,E5K,1124001504
East Ferris,East Ferris,ON,Ontario,46.2667,-79.3,4946.0,32.6,America/Toronto,3,P0H,1124000523
Neepawa,Neepawa,MB,Manitoba,50.2289,-99.4656,4938.0,206.5,America/Winnipeg,3,R0J,1124375380
North Huron,North Huron,ON,Ontario,43.83,-81.42,4932.0,27.6,America/Toronto,3,N0G,1124001142
Saint-Germain-de-Grantham,Saint-Germain-de-Grantham,QC,Quebec,45.8333,-72.5667,4922.0,56.3,America/Toronto,3,J0C,1124972184
Saint-Cyrille-de-Wendover,Saint-Cyrille-de-Wendover,QC,Quebec,45.9333,-72.4333,4920.0,44.6,America/Toronto,3,J1Z,1124582350
Chisasibi,Chisasibi,QC,Quebec,53.6645,-78.7938,4872.0,5.9,America/Toronto,4,J0M,1124000072
Southwold,Southwold,ON,Ontario,42.75,-81.3167,4851.0,16.1,America/Toronto,3,N5P N5L N0L,1124001461
Chertsey,Chertsey,QC,Quebec,46.17,-73.92,4836.0,16.8,America/Toronto,3,J0K,1124001234
Shippagan,Shippagan,NB,New Brunswick,47.8557,-64.6012,4800.0,23.1,America/Moncton,4,E8T E8S,1124001772
Lanoraie,Lanoraie,QC,Quebec,45.9667,-73.2167,4787.0,46.4,America/Toronto,3,J0K,1124453107
Centre Hastings,Centre Hastings,ON,Ontario,44.4167,-77.4417,4774.0,20.4,America/Toronto,3,K0K,1124000705
Coverdale,Coverdale,NB,New Brunswick,46.0003,-64.8859,4766.0,20.2,America/Moncton,4,E1J E4J,1124001531
Warwick,Warwick,QC,Quebec,45.95,-71.9833,4766.0,43.3,America/Toronto,3,J0A,1124510688
Hanwell,Hanwell,NB,New Brunswick,45.8681,-66.7947,4743.0,31.2,America/Moncton,3,E3E E3C E3B,1124001405
Napierville,Napierville,QC,Quebec,45.1833,-73.4,4740.0,796.6,America/Toronto,3,J0J,1124015883
Waterloo,Waterloo,QC,Quebec,45.35,-72.5167,4727.0,360.2,America/Toronto,3,J0E,1124389471
Saint-Joseph-de-Beauce,Saint-Joseph-de-Beauce,QC,Quebec,46.3,-70.8833,4722.0,42.6,America/Toronto,3,G0S,1124865207
White City,White City,SK,Saskatchewan,50.4353,-104.3572,4713.0,489.7,America/Regina,3,S4L,1124001289
Lucan Biddulph,Lucan Biddulph,ON,Ontario,43.2,-81.3833,4700.0,27.8,America/Toronto,3,N0M,1124000469
Berthierville,Berthierville,QC,Quebec,46.0833,-73.1833,4677.0,596.8,America/Toronto,3,J0K,1124734495
Rivière-Rouge,Riviere-Rouge,QC,Quebec,46.4167,-74.8667,4645.0,10.2,America/Toronto,3,J0T,1124001720
Greenstone,Greenstone,ON,Ontario,50.0,-86.7333,4636.0,1.7,America/Toronto,3,P0T,1124000068
Kindersley,Kindersley,SK,Saskatchewan,51.4678,-109.1567,4597.0,347.5,America/Swift_Current,3,S0L,1124343190
Saint-Denis-de-Brompton,Saint-Denis-de-Brompton,QC,Quebec,45.45,-72.0833,4594.0,65.4,America/Toronto,4,J0B,1124001970
Jasper,Jasper,AB,Alberta,52.9013,-118.1312,4590.0,5.0,America/Edmonton,4,T0E,1124533812
Barrhead,Barrhead,AB,Alberta,54.1167,-114.4,4579.0,560.4,America/Edmonton,3,T7N,1124181687
Melville,Melville,SK,Saskatchewan,50.9306,-102.8078,4562.0,307.8,America/Regina,3,S0A,1124823140
Amqui,Amqui,QC,Quebec,48.4667,-67.4333,4560.0,111.1,America/Toronto,3,G5J,1124681333
Saint-Mathias-sur-Richelieu,Saint-Mathias-sur-Richelieu,QC,Quebec,45.4667,-73.2667,4544.0,96.6,America/Toronto,3,J3L,1124000576
Tyendinaga,Tyendinaga,ON,Ontario,44.3,-77.2,4538.0,14.5,America/Toronto,3,K0K,1124000109
Iroquois Falls,Iroquois Falls,ON,Ontario,48.7667,-80.6667,4537.0,7.6,America/Toronto,3,P0K,1124652927
Havelock-Belmont-Methuen,Havelock-Belmont-Methuen,ON,Ontario,44.5667,-77.9,4530.0,8.3,America/Toronto,3,K0L,1124001644
Cornwallis,Cornwallis,MB,Manitoba,49.7981,-99.8481,4520.0,9.0,America/Winnipeg,3,R7A R0K,1124000766
Saint-Boniface,Saint-Boniface,QC,Quebec,46.5,-72.8167,4511.0,41.4,America/Toronto,3,G0X,1124000235
Westbank,Westbank,BC,British Columbia,49.8423,-119.6743,4491.0,101.7,America/Vancouver,4,V4T,1124001101
Edenwold No. 158,Edenwold No. 158,SK,Saskatchewan,50.5166,-104.3451,4466.0,5.3,America/Regina,4,S0G S4L,1124001180
Cumberland,Cumberland,BC,British Columbia,49.6206,-125.0261,4447.0,153.1,America/Vancouver,3,V0R,1124658693
Goulds,Goulds,NL,Newfoundland and Labrador,47.4517,-52.7647,4441.0,744.3,America/St_Johns,3,A1S,1124000955
Vanderhoof,Vanderhoof,BC,British Columbia,54.0143,-124.0089,4439.0,81.0,America/Vancouver,3,V0J,1124100075
Château-Richer,Chateau-Richer,QC,Quebec,46.9667,-71.0167,4425.0,19.3,America/Toronto,3,G0A,1124518769
Saint Stephen,Saint Stephen,NB,New Brunswick,45.2,-67.2833,4415.0,326.6,America/Moncton,3,E3L,1124128038
Nipawin,Nipawin,SK,Saskatchewan,53.3572,-104.0192,4401.0,505.0,America/Regina,3,S0E,1124567955
Battleford,Battleford,SK,Saskatchewan,52.7383,-108.3153,4400.0,189.2,America/Swift_Current,3,S0M,1124885955
Hampton,Hampton,NB,New Brunswick,45.5251491193206,-65.8425461391407,4395.0,209.6,America/Moncton,3,E5N,1124175945
Montréal-Est,Montreal-Est,QC,Quebec,45.63,-73.52,4394.0,361.6,America/Toronto,3,H1L H1B,1124000990
Central Frontenac,Central Frontenac,ON,Ontario,44.7167,-76.8,4373.0,4.3,America/Toronto,3,K0H,1124000254
Saint-Antonin,Saint-Antonin,QC,Quebec,47.7667,-69.4833,4338.0,24.7,America/Toronto,4,G0L,1124990343
Saint-Jean-de-Matha,Saint-Jean-de-Matha,QC,Quebec,46.23,-73.53,4335.0,39.6,America/Toronto,3,J0K,1124833822
Headingley,Headingley,MB,Manitoba,49.8681,-97.3908,4331.0,40.3,America/Winnipeg,3,R4H R4J,1124000273
Seguin,Seguin,ON,Ontario,45.2882,-79.8116,4304.0,7.2,America/Toronto,3,P0C P2A,1124001464
Beresford,Beresford,NB,New Brunswick,47.6992725956168,-65.705074842192,4294.0,223.2,America/Moncton,3,E8K,1124000299
La Pocatière,La Pocatiere,QC,Quebec,47.3667,-70.0333,4266.0,196.3,America/Toronto,3,G0R,1124845219
Bowen Island,Bowen Island,BC,British Columbia,49.3833,-123.3833,4256.0,84.9,America/Vancouver,3,V0N,1124000418
Caraquet,Caraquet,NB,New Brunswick,47.7853,-64.9592,4248.0,62.1,America/Moncton,3,E1W,1124593896
Altona,Altona,MB,Manitoba,49.1044,-97.5625,4227.0,445.2,America/Winnipeg,3,R0G,1124628560
Roxton Pond,Roxton Pond,QC,Quebec,45.4833,-72.6667,4224.0,43.3,America/Toronto,4,J0E,1124356503
Saint-Étienne-des-Grès,Saint-Etienne-des-Gres,QC,Quebec,46.4333,-72.7667,4217.0,40.2,America/Toronto,3,G0X,1124635032
Grand Forks,Grand Forks,BC,British Columbia,49.0333,-118.44,4166.0,388.1,America/Vancouver,3,V0H,1124547325
New Maryland,New Maryland,NB,New Brunswick,45.8911,-66.6847,4153.0,195.4,America/Moncton,3,E3C,1124001875
Port Hardy,Port Hardy,BC,British Columbia,50.7225,-127.4928,4132.0,106.7,America/Vancouver,3,V0N,1124937351
Saint-Donat,Saint-Donat,QC,Quebec,46.3167,-74.2167,4130.0,11.7,America/Toronto,3,J0T,1124430126
Madawaska Valley,Madawaska Valley,ON,Ontario,45.5,-77.6667,4123.0,6.1,America/Toronto,3,K0J,1124000653
Deep River,Deep River,ON,Ontario,46.1,-77.4917,4109.0,82.0,America/Toronto,3,K0J,1124309248
Asphodel-Norwood,Asphodel-Norwood,ON,Ontario,44.3531,-78.0183,4109.0,25.5,America/Toronto,3,K0L,1124001973
Red Lake,Red Lake,ON,Ontario,51.0333,-93.8333,4107.0,6.7,America/Winnipeg,3,P0V,1124856215
Métabetchouan-Lac-à-la-Croix,Metabetchouan-Lac-a-la-Croix,QC,Quebec,48.4333,-71.8667,4097.0,21.9,America/Toronto,3,G8G,1124093309
Maniwaki,Maniwaki,QC,Quebec,46.375,-75.9667,4094.0,677.7,America/Toronto,3,J9E,1124137130
Vermilion,Vermilion,AB,Alberta,53.3542,-110.8528,4084.0,315.8,America/Edmonton,3,T9X,1124995979
Hastings Highlands,Hastings Highlands,ON,Ontario,45.2333,-77.9333,4078.0,4.2,America/Toronto,3,K0L,1124000285
Prescott,Prescott,ON,Ontario,44.7167,-75.5167,4078.0,1273.5,America/Toronto,3,K0E,1124461297
Carstairs,Carstairs,AB,Alberta,51.5619,-114.0953,4077.0,342.1,America/Edmonton,3,T0M,1124621475
Danville,Danville,QC,Quebec,45.7833,-72.0167,4070.0,26.7,America/Toronto,3,J0A J1T,1124290094
Channel-Port aux Basques,Channel-Port aux Basques,NL,Newfoundland and Labrador,47.5694,-59.1361,4067.0,104.9,America/St_Johns,3,A0M,1124993496
Lac-Etchemin,Lac-Etchemin,QC,Quebec,46.4,-70.5,4061.0,25.8,America/Toronto,3,G0R,1124000895
Saint-Jacques,Saint-Jacques,QC,Quebec,45.95,-73.5667,4021.0,59.7,America/Toronto,3,J0K,1124472694
Swan River,Swan River,MB,Manitoba,52.1058,-101.2667,4014.0,560.4,America/Winnipeg,3,R0L,1124210942
Stellarton,Stellarton,NS,Nova Scotia,45.5567,-62.66,4007.0,445.6,America/Halifax,3,B0K,1124388660
Northern Bruce Peninsula,Northern Bruce Peninsula,ON,Ontario,45.08,-81.38,3999.0,5.1,America/Toronto,3,N0H,1124000606
L’Islet-sur-Mer,L'Islet-sur-Mer,QC,Quebec,47.1,-70.35,3999.0,33.3,America/Toronto,3,G0R,1124309185
Carleton-sur-Mer,Carleton-sur-Mer,QC,Quebec,48.1,-66.1333,3991.0,18.0,America/Toronto,3,G0C,1124001943
Sparwood,Sparwood,BC,British Columbia,49.7331,-114.8853,3990.0,19.4,America/Edmonton,3,V0B,1124001718
Casselman,Casselman,ON,Ontario,45.3,-75.0833,3970.0,693.4,America/Toronto,3,K0A,1124666499
Oka,Oka,QC,Quebec,45.47,-74.08,3968.0,69.6,America/Toronto,3,J0N,1124446142
Callander,Callander,ON,Ontario,46.1781,-79.4125,3964.0,38.5,America/Toronto,4,P0H,1124853285
Amaranth,Amaranth,ON,Ontario,43.9833,-80.2333,3963.0,15.0,America/Toronto,3,L9V L9W,1124001154
Marmora and Lake,Marmora and Lake,ON,Ontario,44.6425,-77.7372,3953.0,7.1,America/Toronto,3,K0K K0L,1124000420
Raymond,Raymond,AB,Alberta,49.4658,-112.6508,3942.0,557.1,America/Edmonton,3,T0K,1124125903
Morin-Heights,Morin-Heights,QC,Quebec,45.9,-74.25,3925.0,69.5,America/Toronto,3,J0R,1124001231
Dundas,Dundas,NB,New Brunswick,46.3155,-64.6947,3914.0,22.4,America/Moncton,4,E4R E4V,1124001475
Simonds,Simonds,NB,New Brunswick,45.3145,-65.803,3913.0,13.9,America/Moncton,4,E2S,1124001671
Crabtree,Crabtree,QC,Quebec,45.9667,-73.4667,3887.0,155.0,America/Toronto,3,J0K,1124136084
Bancroft,Bancroft,ON,Ontario,45.05,-77.85,3881.0,16.9,America/Toronto,3,K0L,1124451822
Saint-Tite,Saint-Tite,QC,Quebec,46.7333,-72.5667,3880.0,41.9,America/Toronto,3,G0X,1124821328
Howick,Howick,ON,Ontario,43.9,-81.07,3873.0,13.4,America/Toronto,3,N0G,1124000394
Dutton/Dunwich,Dutton/Dunwich,ON,Ontario,42.6667,-81.5,3866.0,13.1,America/Toronto,3,N0L,1124000540
New Richmond,New Richmond,QC,Quebec,48.1667,-65.8667,3810.0,22.6,America/Toronto,3,G0C,1124960222
Perth South,Perth South,ON,Ontario,43.3,-81.15,3810.0,9.7,America/Toronto,3,N4X N5A N0K,1124000996
Claresholm,Claresholm,AB,Alberta,50.0194,-113.5783,3780.0,465.9,America/Edmonton,3,T0L,1124380878
Baie-d’Urfé,Baie-d'Urfe,QC,Quebec,45.4167,-73.9167,3764.0,623.9,America/Toronto,3,H9X,1124534130
Montague,Montague,ON,Ontario,44.9667,-75.9667,3761.0,13.4,America/Toronto,3,K7A K0G,1124001810
Saint-André-Avellin,Saint-Andre-Avellin,QC,Quebec,45.7167,-75.0667,3749.0,27.2,America/Toronto,3,J0V,1124494033
Saint-Ambroise-de-Kildare,Saint-Ambroise-de-Kildare,QC,Quebec,46.0833,-73.55,3747.0,55.3,America/Toronto,3,J0K,1124306240
East Angus,East Angus,QC,Quebec,45.4833,-71.6667,3741.0,472.7,America/Toronto,3,J0B,1124456321
Rossland,Rossland,BC,British Columbia,49.0786,-117.7992,3729.0,62.4,America/Vancouver,3,V0G,1124850810
Mackenzie,Mackenzie,BC,British Columbia,55.3381,-123.0944,3714.0,22.6,America/Vancouver,3,V0J,1124001437
Golden,Golden,BC,British Columbia,51.3019,-116.9667,3708.0,325.0,America/Edmonton,3,V0A,1124428625
Saint-Adolphe-d'Howard,Saint-Adolphe-d'Howard,QC,Quebec,45.97,-74.33,3702.0,26.6,America/Toronto,3,J0T,1124001188
Warwick,Warwick,ON,Ontario,43.0,-81.8917,3692.0,12.7,America/Toronto,3,N0M N0N,1124864287
Bonnechere Valley,Bonnechere Valley,ON,Ontario,45.5333,-77.1,3674.0,6.2,America/Toronto,3,K0J,1124000398
Pincher Creek,Pincher Creek,AB,Alberta,49.4861,-113.95,3642.0,361.1,America/Edmonton,3,T0K,1124252125
Alnwick,Alnwick,NB,New Brunswick,47.2656,-65.2292,3640.0,5.4,America/Moncton,4,E1V E9G E9H,1124000627
Saint-Prosper,Saint-Prosper,QC,Quebec,46.2167,-70.4833,3605.0,27.0,America/Toronto,4,G0M,1124232575
Crossfield,Crossfield,AB,Alberta,51.4333,-114.0333,3599.0,302.7,America/Edmonton,3,T0M,1124737275
Ormstown,Ormstown,QC,Quebec,45.13,-74.0,3595.0,25.2,America/Toronto,3,J0S,1124670346
Cardston,Cardston,AB,Alberta,49.2025,-113.3019,3585.0,417.5,America/Edmonton,3,T0K,1124479644
De Salaberry,De Salaberry,MB,Manitoba,49.4403,-96.9844,3580.0,5.3,America/Winnipeg,3,R0A,1124001664
Grande Cache,Grande Cache,AB,Alberta,53.8773,-119.1199,3571.0,102.1,America/Edmonton,4,,1124001952
Saint-Agapit,Saint-Agapit,QC,Quebec,46.5667,-71.4333,3567.0,54.5,America/Toronto,4,G0S,1124119699
Fruitvale,Fruitvale,BC,British Columbia,49.0986937703863,-117.563382142451,3557.0,592.0,America/Vancouver,3,V0G,1124854890
Saint-Ambroise,Saint-Ambroise,QC,Quebec,48.55,-71.3333,3546.0,23.5,America/Toronto,4,G7P,1124001342
Westville,Westville,NS,Nova Scotia,45.55,-62.7,3540.0,248.6,America/Halifax,3,B0K,1124476279
Hay River,Hay River,NT,Northwest Territories,60.7531,-115.9004,3528.0,26.5,America/Yellowknife,4,X0E,1124721803
Pasadena,Pasadena,NL,Newfoundland and Labrador,49.0161,-57.605,3524.0,71.7,America/St_Johns,3,A0L,1124001778
Mistissini,Mistissini,QC,Quebec,50.5707,-73.6829,3523.0,4.1,America/Toronto,4,G0W J0Y,1124001942
Studholm,Studholm,NB,New Brunswick,45.8133,-65.5747,3522.0,7.8,America/Moncton,4,E5P E4G,1124001373
Lorette,Lorette,MB,Manitoba,49.7414,-96.8761,3512.0,743.8,America/Winnipeg,3,R5K,1124000429
Saint-Faustin--Lac-Carré,Saint-Faustin--Lac-Carre,QC,Quebec,46.0813,-74.4668,3499.0,28.8,America/Toronto,4,J0T,1124677642
Morris-Turnberry,Morris-Turnberry,ON,Ontario,43.85,-81.25,3496.0,9.1,America/Toronto,3,N0G,1124001124
Placentia,Placentia,NL,Newfoundland and Labrador,47.2458,-53.9611,3496.0,60.2,America/St_Johns,3,A0B,1124471582
Saint-Pascal,Saint-Pascal,QC,Quebec,47.5333,-69.8,3490.0,58.8,America/Toronto,3,G0L,1124617986
Mulmur,Mulmur,ON,Ontario,44.1917,-80.1083,3478.0,12.1,America/Toronto,3,L9V,1124001711
Blind River,Blind River,ON,Ontario,46.1833,-82.95,3472.0,6.6,America/Toronto,3,P0R,1124244510
Dunham,Dunham,QC,Quebec,45.1333,-72.8,3471.0,17.8,America/Toronto,3,J0E,1124514371
High Level,High Level,AB,Alberta,58.5169,-117.1361,3461.0,108.2,America/Edmonton,3,T0H,1124099423
Havre-Saint-Pierre,Havre-Saint-Pierre,QC,Quebec,50.2333,-63.6,3460.0,1.2,America/Toronto,3,G0G,1124890113
Saint-Anselme,Saint-Anselme,QC,Quebec,46.6333,-70.9667,3458.0,46.9,America/Toronto,4,G0R,1124041118
Trois-Pistoles,Trois-Pistoles,QC,Quebec,48.12,-69.18,3456.0,450.9,America/Toronto,3,G0L,1124667916
Grande-Rivière,Grande-Riviere,QC,Quebec,48.4,-64.5,3456.0,39.5,America/Toronto,3,G0C,1124608500
Malartic,Malartic,QC,Quebec,48.1333,-78.1333,3449.0,23.2,America/Toronto,3,J0Y,1124600555
Bonavista,Bonavista,NL,Newfoundland and Labrador,48.6597,-53.1208,3448.0,109.4,America/St_Johns,3,A0C,1124990261
Prince Albert No. 461,Prince Albert No. 461,SK,Saskatchewan,53.1089,-105.6574,3438.0,3.4,America/Regina,4,S6V,1124001802
Saint-Maurice,Saint-Maurice,QC,Quebec,46.4667,-72.5333,3432.0,37.6,America/Toronto,3,G0X,1124381241
Killarney - Turtle Mountain,Killarney - Turtle Mountain,MB,Manitoba,49.1775,-99.6906,3429.0,3.7,America/Winnipeg,4,R0K,1124001432
Woodlands,Woodlands,MB,Manitoba,50.2408,-97.7358,3416.0,2.9,America/Winnipeg,4,R0C,1124530756
Lewisporte,Lewisporte,NL,Newfoundland and Labrador,49.23,-55.07,3409.0,92.4,America/St_Johns,3,A0G,1124582594
Invermere,Invermere,BC,British Columbia,50.5083,-116.0303,3391.0,315.9,America/Edmonton,3,V0A,1124839399
Bifrost-Riverton,Bifrost-Riverton,MB,Manitoba,51.0603,-97.1436,3378.0,2.1,America/Winnipeg,3,R0C,1124000047
Ascot Corner,Ascot Corner,QC,Quebec,45.45,-71.7667,3368.0,41.3,America/Toronto,4,J0B,1124945733
Cartier,Cartier,MB,Manitoba,49.9161,-97.7,3368.0,6.1,America/Winnipeg,3,R4K R0H,1124001073
Fossambault-sur-le-Lac,Fossambault-sur-le-Lac,QC,Quebec,46.8667,-71.6167,3367.0,202.6,America/Toronto,3,G3N,1124001825
Sainte-Anne-des-Lacs,Sainte-Anne-des-Lacs,QC,Quebec,45.85,-74.1333,3363.0,135.8,America/Toronto,3,J0R,1124001507
Saint-Sulpice,Saint-Sulpice,QC,Quebec,45.8333,-73.35,3360.0,92.9,America/Toronto,3,J5W,1124000703
Penhold,Penhold,AB,Alberta,52.1333,-113.8667,3359.0,619.9,America/Edmonton,3,T0M,1124360682
Powassan,Powassan,ON,Ontario,46.0825,-79.3619,3346.0,15.0,America/Toronto,3,P0H,1124971329
Highlands East,Highlands East,ON,Ontario,44.9667,-78.25,3343.0,4.7,America/Toronto,3,K0L K0M,1124001598
Saint-Alphonse-de-Granby,Saint-Alphonse-de-Granby,QC,Quebec,45.3333,-72.8167,3341.0,66.7,America/Toronto,3,J0E,1124000185
Sainte-Claire,Sainte-Claire,QC,Quebec,46.6,-70.8667,3325.0,37.8,America/Toronto,3,G0R,1124401109
Bright,Bright,NB,New Brunswick,46.1205,-67.0545,3317.0,8.2,America/Moncton,4,E6L E6E,1124001649
Ellison,Ellison,BC,British Columbia,49.9646,-119.3178,3316.0,40.6,America/Vancouver,4,V1X V1P,1124000194
Percé,Perce,QC,Quebec,48.5333,-64.2167,3312.0,7.7,America/Toronto,3,G0C,1124000234
Saint-Jean-Port-Joli,Saint-Jean-Port-Joli,QC,Quebec,47.2167,-70.2667,3304.0,47.9,America/Toronto,3,G0R,1124255737
East Hawkesbury,East Hawkesbury,ON,Ontario,45.5167,-74.4667,3296.0,14.0,America/Toronto,3,K6A K0B,1124000222
Buckland No. 491,Buckland No. 491,SK,Saskatchewan,53.3276,-105.7804,3277.0,4.2,America/Regina,4,S0J S6V,1124001476
Saint-André-d'Argenteuil,Saint-Andre-d'Argenteuil,QC,Quebec,45.5667,-74.3333,3275.0,33.5,America/Toronto,3,J0V,1124000962
Saint-Côme--Linière,Saint-Come--Liniere,QC,Quebec,46.0667,-70.5167,3274.0,21.8,America/Toronto,4,G0M,1124151898
Marathon,Marathon,ON,Ontario,48.75,-86.3667,3273.0,19.2,America/Toronto,3,P0T,1124974800
Forestville,Forestville,QC,Quebec,48.7333,-69.0833,3270.0,16.8,America/Toronto,3,G0T,1124215354
Compton,Compton,QC,Quebec,45.2333,-71.8167,3270.0,15.8,America/Toronto,4,J0B,1124144541
Shuniah,Shuniah,ON,Ontario,48.5833,-88.8333,3247.0,5.7,America/Toronto,3,P0T P7A,1124000092
Inuvik,Inuvik,NT,Northwest Territories,68.3407,-133.6096,3243.0,51.9,America/Inuvik,4,X0E,1124116419
Richmond,Richmond,QC,Quebec,45.6667,-72.15,3232.0,460.2,America/Toronto,3,J0B,1124924022
Lake Cowichan,Lake Cowichan,BC,British Columbia,48.8258,-124.0542,3226.0,369.6,America/Vancouver,3,V0R,1124082843
Saint-Gabriel-de-Valcartier,Saint-Gabriel-de-Valcartier,QC,Quebec,46.9333,-71.4667,3223.0,7.5,America/Toronto,3,G0A G3S,1124782327
Gibbons,Gibbons,AB,Alberta,53.8278,-113.3228,3218.0,340.1,America/Edmonton,3,T0A,1124001097
Sables-Spanish Rivers,Sables-Spanish Rivers,ON,Ontario,46.2333,-82.0,3214.0,3.9,America/Toronto,3,P0P,1124000330
Hillsburg-Roblin-Shell River,Hillsburg-Roblin-Shell River,MB,Manitoba,51.3343,-101.2929,3214.0,1.9,America/Winnipeg,4,R0L,1124001467
Port Hawkesbury,Port Hawkesbury,NS,Nova Scotia,45.6153,-61.3642,3214.0,396.6,America/Glace_Bay,3,B9A,1124913307
Three Hills,Three Hills,AB,Alberta,51.7072,-113.2647,3212.0,475.7,America/Edmonton,3,T0M,1124247045
Kingston,Kingston,NB,New Brunswick,45.4663,-66.0217,3202.0,16.0,America/Moncton,4,E5N E5S,1124000116
Paspebiac,Paspebiac,QC,Quebec,48.0333,-65.25,3198.0,33.8,America/Toronto,3,G0C,1124858850
Saint-Thomas,Saint-Thomas,QC,Quebec,46.0167,-73.35,3193.0,33.6,America/Toronto,3,J0K,1124176940
Saint-Jean-Baptiste,Saint-Jean-Baptiste,QC,Quebec,45.5167,-73.1167,3191.0,44.3,America/Toronto,3,J0L,1124000869
Portneuf,Portneuf,QC,Quebec,46.7,-71.8833,3187.0,29.1,America/Toronto,3,G0A,1124993610
Pictou,Pictou,NS,Nova Scotia,45.6814,-62.7119,3186.0,397.6,America/Halifax,3,B0K,1124595917
Tisdale,Tisdale,SK,Saskatchewan,52.85,-104.05,3180.0,491.5,America/Regina,3,S0E,1124001086
Lake of Bays,Lake of Bays,ON,Ontario,45.3043,-79.018,3167.0,4.7,America/Toronto,4,P0B P0A P1H,1124000232
Bishops Falls,Bishops Falls,NL,Newfoundland and Labrador,49.0167,-55.5167,3156.0,112.2,America/St_Johns,3,A0H,1124735612
WestLake-Gladstone,WestLake-Gladstone,MB,Manitoba,50.2862,-98.8415,3154.0,1.7,America/Winnipeg,4,R0H R0J,1124001087
Normandin,Normandin,QC,Quebec,48.8333,-72.5333,3137.0,14.8,America/Toronto,3,G8M,1124410764
Mitchell,Mitchell,MB,Manitoba,49.5363,-96.7634,3136.0,856.7,America/Winnipeg,3,R5G,1124001295
Saint-Alphonse-Rodriguez,Saint-Alphonse-Rodriguez,QC,Quebec,46.1833,-73.7,3134.0,32.0,America/Toronto,3,J0K,1124001435
Beauséjour,Beausejour,MB,Manitoba,50.0622,-96.5161,3126.0,584.4,America/Winnipeg,3,R0E,1124260967
Dalhousie,Dalhousie,NB,New Brunswick,48.1,-66.6167,3126.0,205.3,America/Toronto,3,E8C,1124540945
Val-Morin,Val-Morin,QC,Quebec,46.0,-74.18,3123.0,79.7,America/Toronto,3,J0T,1124001446
Lac du Bonnet,Lac du Bonnet,MB,Manitoba,50.2577,-96.1209,3121.0,2.8,America/Winnipeg,4,R0E,1124000450
Clermont,Clermont,QC,Quebec,47.6833,-70.2333,3118.0,62.8,America/Toronto,3,G4A,1124937298
Virden,Virden,MB,Manitoba,49.8508,-100.9317,3114.0,370.2,America/Winnipeg,3,R0M,1124620072
Saint-Christophe-d'Arthabaska,Saint-Christophe-d'Arthabaska,QC,Quebec,46.0333,-71.8833,3111.0,45.1,America/Toronto,4,G6R G6S,1124000694
Mont-Saint-Grégoire,Mont-Saint-Gregoire,QC,Quebec,45.3333,-73.1667,3086.0,38.8,America/Toronto,3,J0J,1124094125
Thurso,Thurso,QC,Quebec,45.5969,-75.2433,3084.0,463.8,America/Toronto,3,J0X,1124913486
Wellington,Wellington,NB,New Brunswick,46.4768,-64.7478,3079.0,16.7,America/Moncton,4,E4S E4V,1124001391
Cedar,Cedar,BC,British Columbia,49.0853,-123.8259,3078.0,91.3,America/Vancouver,4,V9X,1124000187
Saint-Gabriel,Saint-Gabriel,QC,Quebec,46.3,-73.3833,3068.0,1012.3,America/Toronto,3,J0K,1124920056
Merrickville,Merrickville,ON,Ontario,44.8539,-75.8269,3067.0,14.3,America/Toronto,4,K0G,1124846224
Saint-Liboire,Saint-Liboire,QC,Quebec,45.65,-72.7667,3051.0,41.9,America/Toronto,3,J0H,1124016354
Dégelis,Degelis,QC,Quebec,47.55,-68.65,3051.0,5.5,America/Toronto,3,G5T,1124001549
Morris,Morris,MB,Manitoba,49.3986,-97.4592,3047.0,2.9,America/Winnipeg,4,R0G,1124001886
Saint-Alexis-des-Monts,Saint-Alexis-des-Monts,QC,Quebec,46.4667,-73.1333,3046.0,2.9,America/Toronto,3,J0K,1124120192
Cap-Saint-Ignace,Cap-Saint-Ignace,QC,Quebec,47.0333,-70.4667,3045.0,14.6,America/Toronto,3,G0R,1124138813
